IDP1,PupaeSum,NumCriaderos,PupaeIndex,Illiteracy,Unemployment,Overcrowding,LarvaePresence,NumChildren,NumAdults,InterruptFreq,InterruptDurHrs,TrashCollectPerWk,LargeSolidColl,SewerConn,FumigLWs,AbateLWs,BiolarvLWs,CanopyUse,ProtectMesh,BreedingSites,VolCriadero,OutsideLocation,DirtyWater,WaterVol,week0,week1,week2
21714,37,1,37,3.25324823,8.881113584,2.145366356,1,2,2,1,0,3,0,1,0,0,1,0,0,1,68076,1,1,1,0,0.100000001,0
21873,12,1,12,3.25324823,8.881113584,2.145366356,1,3,7,1,3,3,1,1,1,0,1,1,1,0,110450,1,0,1,0,0.100000001,0
21864,18,1,18,3.25324823,8.881113584,2.145366356,1,2,4,1,12,3,1,1,0,1,1,1,1,1,77658,1,0,1,0,0.100000001,0
21889,2,2,1,3.25324823,8.881113584,2.145366356,1,2,4,1,12,3,1,1,1,0,1,1,0,1,654,0,1,2,0,0.100000001,0
21835,1,1,1,3.25324823,8.881113584,2.145366356,1,1,5,0,0,3,0,1,1,0,1,1,0.52,0,15000,1,0,1,0,0.100000001,0
21881,36,2,18,3.25324823,8.881113584,2.145366356,1,2,4,1,12,3,1,1,1,0,1,1,0,1,617,1,1,2,0,0.100000001,0
21877,17,1,17,3.25324823,8.881113584,2.145366356,1,2,2,1,3,2,1,1,0,0,0,0,1,1,78570,1,0,1,0,0.100000001,0
21857,8,1,8,3.25324823,8.881113584,2.145366356,1,1,4,1,8,3,1,1,0,0,1,1,0,0,279212,1,0,1,0,0.100000001,0
28324,15,1,15,4.087221506,8.426729907,1.860643778,1,1,4,0,0,3,1,0.89,0.18,1,0.81,0,0.49,0.506666667,0,1,0,23,0,6.865883081,0.326966952
28312,6,1,6,4.087221506,8.426729907,1.860643778,1,4,2,0,0,3,1,0.866666667,0.12,0,0.9,0,0.456666667,0.576666667,0,1,1,23,0,6.865883081,0.326966952
28732,5,1,5,4.087221506,8.426729907,1.860643778,1,1,4,0,0,3,1,0.94,0,0.22,0.93,0,0.553333333,0.516666667,0,1,0,1,0,6.865883081,0.326966952
15835,13,1,13,0.952244423,6.616762497,1.597882539,1,1,3,1,24,7,0,1,0,0,0,0,1,0,448,1,0,1,0,20.8800183,0.198481583
66,2,1,2,1.882725216,9.918830077,3.019999981,1,0,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,146,0,2.525000095,1.049999952
63,7,1,7,1.882725216,9.918830077,3.019999981,1,4,1,0,0,3,1,0,0,0,1,0,0,1,200,1,0,68,0,2.525000095,1.049999952
91,2,1,2,1.882725216,9.918830077,3.019999981,1,1,1,1,0,3,1,0,0,0,1,0,0,1,200,1,0,68,0,2.525000095,1.049999952
79,18,1,18,1.882725216,9.918830077,3.019999981,1,2,1,0,0,3,1,0,0,0,1,0,0,1,600,1,1,20,0,2.525000095,1.049999952
58,11,1,11,1.882725216,9.918830077,3.019999981,1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,68,0,2.525000095,1.049999952
143,6,1,6,1.882725216,9.918830077,3.019999981,1,3.020574707,3,0,0,3,1,0,1,0,1,0,0,1,200,1,0,68,0,2.525000095,1.049999952
147,1,1,1,1.882725216,9.918830077,3.019999981,1,2.478527088,1,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,0,2.525000095,1.049999952
149,7,1,7,1.882725216,9.918830077,3.019999981,1,2,2,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,0,2.525000095,1.049999952
80,1,1,1,1.882725216,9.918830077,3.019999981,1,1,2,0,0,3,1,0,0,0,1,0,0,1,3000,1,1,92,0,2.525000095,1.049999952
81,6,1,6,1.882725216,9.918830077,3.019999981,1,6,4,0,0,3,1,0,0,0,0,0,0,1,200,1,0,68,0,2.525000095,1.049999952
130,10,2,5,1.882725216,9.918830077,3.019999981,1,1,2,0,0,3,0,0,0,0,0,0,0,0,1200,1,0,25,0,2.525000095,1.049999952
93,2,1,2,1.882725216,9.918830077,3.019999981,1,5,7,0,0,3,1,0,0,0,1,0,0,1,1800,0,0,28,0,2.525000095,1.049999952
94,23,3,8,1.882725216,9.918830077,3.019999981,1,3,3,0,0,3,1,0,0,0,1,0,0,1,1133.333333,1,1,252,0,2.525000095,1.049999952
116,10,1,10,1.882725216,9.918830077,3.019999981,1,2.880527088,2,0,0,3,1,0,0,0,1,0,0,1,200,1,1,68,0,2.525000095,1.049999952
195,1,1,1,1.882725216,9.918830077,3.019999981,1,3,2,0,0,3,1,1,0,0,1,0,0,1,1200,1,0,24,0,2.525000095,1.049999952
131,23,3,8,1.882725216,9.918830077,3.019999981,1,5,2,0,0,3,1,0,0,0,1,0,0,1,3.333333333,1,0,312,0,2.525000095,1.049999952
134,5,1,5,1.882725216,9.918830077,3.019999981,0,4,2,0,0,3,1,0,0,0,1,0,0,1,1,1,1,1,0,2.525000095,1.049999952
135,2,1,2,1.882725216,9.918830077,3.019999981,1,3,2,0,0,3,1,0,0,0,1,0,0,0,1800,1,0,28,0,2.525000095,1.049999952
54,1,1,1,1.882725216,9.918830077,3.019999981,1,4,2,0,0,3,1,0,0,0,1,0,0,1,1800,1,0,28,0,2.525000095,1.049999952
182,1,1,1,1.882725216,9.918830077,3.019999981,1,3,2,0,0.4,3,0,0,0,0,1,0,0,1,3000,1,0,1,0,2.525000095,1.049999952
36397,30,1,30,2.222699421,7.661873585,2.797856599,0.99,0,1,1,3,3,1,1,0,0,1,1,0,1,180000,1,0,1,20.37370971,7.708696385,0
40505,14,1,14,2.222699421,7.661873585,2.797856599,1,1,2,1,3,3,0,1,1,0,1,1,0,1,144000,1,0,1,0.100000001,0,0
4788,1,1,1,2.222699421,7.661873585,2.797856599,1,0,1,0,0,3,1,0,0,1,1,0,0,0,1,1,0,7,21.40323579,0,1.017356456
36123,19,1,19,2.222699421,7.661873585,2.797856599,1,0,2,1,3,3,1,1,0,0,1,1,0,1,3000,1,0,1,7.708696385,0,1.49919831
4866,2,1,2,2.222699421,7.661873585,2.797856599,1,3,2,0,0,3,1,0,0,1,1,1,0,0,150,1,0,51,21.40323579,0,1.017356456
36390,24,1,24,2.222699421,7.661873585,2.797856599,1,0,1,1,4,3,1,1,0,0,1,1,0,1,500,1,1,1,20.37370971,7.708696385,0
36378,13,1,13,2.222699421,7.661873585,2.797856599,1,3,2,1,3,3,1,1,0,0,1,1,0,1,21600,1,0,1,20.37370971,7.708696385,0
35858,1,1,1,2.222699421,7.661873585,2.797856599,1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,1.49919831,1.339639072,18.60805329
36041,6,1,6,2.222699421,7.661873585,2.797856599,1,0,4,1,12,3,1,1,0,0,1,1,0,1,324900,1,0,1,7.708696385,0,1.49919831
36105,16,2,8,2.222699421,7.661873585,2.797856599,1,0,6,1,3,3,1,1,0,0,1,1,0,1,41000,1,0,2,7.708696385,0,1.49919831
38286,15,2,8,2.222699421,7.661873585,2.797856599,1,0,2,1,2,7,1,1,0,0,0,0,0,1,5250,1,1,2,0.949999988,3.321462503,36.14939815
36179,3,1,3,2.222699421,7.661873585,2.797856599,1,1,3,1,3,3,1,1,0,0,1,1,1,1,500,1,0,1,7.708696385,0,1.49919831
38503,11,1,11,2.222699421,7.661873585,2.797856599,1,0,4,1,4,3,1,1,0,0,0,1,0,1,336400,1,0,1,0.949999988,3.321462503,36.14939815
40456,15,1,15,2.222699421,7.661873585,2.797856599,1,2,2,1,3,3,0,1,1,0,1,1,0,1,500,1,1,1,0.100000001,0,0
4696,12,1,12,2.222699421,7.661873585,2.797856599,1,2,2,0,0,3,1,0,0,1,1,1,0,0,15,1,0,50,21.40323579,0,1.017356456
38321,34,1,34,2.222699421,7.661873585,2.797856599,1,0,3,1,4,3,1,1,0,0,0,1,0,1,33640,1,0,1,0.949999988,3.321462503,36.14939815
40229,8,1,8,2.222699421,7.661873585,2.797856599,1,1,5,1,24,3,0,1,1,0,1,1,0,1,7200,1,0,1,0.100000001,0,0
38276,7,1,7,2.222699421,7.661873585,2.797856599,1,2,5,1,2,7,1,1,0,0,0,0,0,1,24000,1,0,1,0.949999988,3.321462503,36.14939815
38388,13,1,13,2.222699421,7.661873585,2.797856599,1,0,3,1,2,7,1,1,0,0,0,1,0,1,96000,1,0,1,0.949999988,3.321462503,36.14939815
4828,1,1,1,2.222699421,7.661873585,2.797856599,1,0,5,0,0,3,1,1,0,1,1,1,0,0,50,1,0,117,21.40323579,0,1.017356456
36183,15,1,15,2.222699421,7.661873585,2.797856599,1,5,6,1,2,3,1,1,0,0,1,1,0,1,300,1,0,1,7.708696385,0,1.49919831
40197,1,1,1,2.222699421,7.661873585,2.797856599,1,0,12,1,24,3,0,1,1,0,1,1,0,1,216000,0,0,1,0.100000001,0,0
36122,90,3,30,2.222699421,7.661873585,2.797856599,1,0,2,1,3,3,1,1,0,0,0,1,0,1,73646.66667,1,0,3,7.708696385,0,1.49919831
41150,1,1,1,1.818164041,6.665889968,2.955000043,1,2,2,1,3,3,0,1,0,0,1,1,0,1,180000,1,0,1,9.218344565,0,0
4386,10,2,5,3.695287771,6.720733603,2.929999948,1,2,3,0,0,3,1,1,1,0,1,1,0,0,2625,0,1,2,0.349999994,0,0.100000001
43911,2,1,2,0.612919361,4.454749877,1.866438908,1,0,1,1,24,3,0,0,0,0,1,1,0,1,252000,1,0,1,0,0,0.722251248
43884,19,1,19,0.612919361,4.454749877,1.866438908,1,1,4,1,24,3,0,0,0,0,1,1,0,1,288000,1,0,1,0,0,0.722251248
38620,2,1,2,1.067450448,8.391150598,2.629999936,1,3,7,0,0,3,0,1,0,0,1,1,0,1,50,0,0,1,0,0.371867177,0.050029086
39170,21,1,21,1.067450448,8.391150598,2.629999936,1,1,4,0,0,3,0,1,0,0,1,1,1,1,400,1,1,1,0,0.371867177,0.050029086
38939,12,1,12,1.067450448,8.391150598,2.629999936,1,0,2,0,0,3,0,1,0,0,1,1,0,1,800,1,1,1,0,0.371867177,0.050029086
38865,18,1,18,1.067450448,8.391150598,2.629999936,1,1,6,0,0,3,0,1,0,0,1,1,0,1,125,1,1,1,0,0.371867177,0.050029086
39134,18,1,18,1.067450448,8.391150598,2.629999936,1,0,5,0,0,3,0,1,0,0,0,1,0,1,180000,1,0,1,0,0.371867177,0.050029086
39180,40,1,40,1.067450448,8.391150598,2.629999936,1,0,4,0,0,3,0,1,0,0,1,1,0,1,216000,1,0,1,0,0.371867177,0.050029086
39020,1,1,1,1.067450448,8.391150598,2.629999936,1,4,3,0,0,3,0,1,0,0,1,1,1,1,180000,1,0,1,0,0.371867177,0.050029086
39013,29,1,29,1.067450448,8.391150598,2.629999936,1,0,1,0,0,3,0,1,0,0,1,1,0,1,1000,1,1,146,0,0.371867177,0.050029086
45114,10,1,10,1.931661301,8.893950247,2.369338547,1,2,3,0,0,3,1,1,0,0,0,1,0,1,800,0,1,1,0,0,0
45816,19,1,19,1.931661301,8.893950247,2.369338547,1,2,3,0,0,3,1,1,1,1,0,0,0,1,121000,1,0,1,0,0,0.195639428
31061,1,1,1,1.931661301,8.893950247,2.369338547,1,1,4,0,0.00E+00,3,1,0.865,0,0,0.5075,0,0.258333333,0.31,0,1,1,116,0.901035836,13.16273499,37.77133475
31227,4,1,4,1.931661301,8.893950247,2.369338547,1,2,2,0,0.00E+00,3,1,0.836,0,0,0.4975,0,0.255,0.36,0,1,0,92,0.901035836,13.16273499,37.77133475
31342,3,1,3,1.931661301,8.893950247,2.369338547,1,7,5,0,0.00E+00,3,1,0.91,0,0,0.47,0,0.245,0.36,0,1,0,13,0.901035836,13.16273499,37.77133475
45181,11,1,11,1.931661301,8.893950247,2.369338547,1,0,4,0,0.00E+00,3,1,1,1,1,0,1,0,1,3000,0,0,1,0,0,0
31214,5,1,5,1.931661301,8.893950247,2.369338547,1,0,2,0,0.00E+00,3,1,0.856,0,0,0.4475,0,0.238333333,0.36,0,1,1,64,0.901035836,13.16273499,37.77133475
31278,2,1,2,1.931661301,8.893950247,2.369338547,1,1,2,0,0.00E+00,3,1,0.866,0,0,0.4875,0,0.238333333,0.35,0,1,1,23,0.901035836,13.16273499,37.77133475
31206,1,1,1,1.931661301,8.893950247,2.369338547,1,0,4,0,0.00E+00,3,1,0.84,0,0,0.4875,0,0.258333333,0.33,0,1,1,64,0.901035836,13.16273499,37.77133475
31253,4,2,2,1.931661301,8.893950247,2.369338547,1,3,2,0,0.00E+00,3,1,0.866,0,0,0.43,0,0.245,0.4575,0,1,0,2,0.901035836,13.16273499,37.77133475
3808,41,1,41,4.387512399,9.515817162,3.237328728,1,2,3,0,0,3,1,1,1,0,1,1,1,0,14880,1,0,1,0.100000001,0,0
3864,32,1,32,4.387512399,9.515817162,3.237328728,1,3,6,0,0,3,1,1,1,0,1,1,0,0,414540,1,0,1,0.100000001,0,0
3818,9,1,9,4.387512399,9.515817162,3.237328728,1,1.61,1,0,0,3,1,1,0,0,1,1,0,1,127512,1,0,1,0.100000001,0,0
14943,8,1,8,3.669795872,11.1010132,3.902664093,1,3,4,1,6,3,1,1,0,0,1,1,0,1,275968,1,0,1,0.5,7.878995914,0
14858,2,1,2,3.669795872,11.1010132,3.902664093,1,2,4,1,6,7,1,1,0,0,1,0,0,1,64827,0,1,1,0.5,7.878995914,0
14869,3,1,3,3.669795872,11.1010132,3.902664093,1,0,2,1,4,7,1,1,1,0,1,1,0,1,4046,1,1,1,0.5,7.878995914,0
14890,9,1,9,3.669795872,11.1010132,3.902664093,1,1,3,1,9,3,1,1,0,0,1,1,0,1,4608,0,1,1,0.5,7.878995914,0
15052,1,1,1,3.669795872,11.1010132,3.902664093,0,0,2,1,12,3,1,1,0,0,1,0,1,0,980,1,0,1,0.5,7.878995914,0
14922,11,1,11,3.669795872,11.1010132,3.902664093,1,0,2,1,6,3,1,1,0,0,1,1,0,1,254100,1,0,1,0.5,7.878995914,0
14843,16,2,8,3.669795872,11.1010132,3.902664093,1,1,6,1,4,7,1,1,0,0,1,0,0,1,197668.5,1,0,2,0.5,7.878995914,0
15215,2,1,2,3.669795872,11.1010132,3.902664093,0,1,4,1,12,7,1,1,0,0,1,1,0,1,900,1,0,1,0.5,7.878995914,0
15232,35,1,35,3.669795872,11.1010132,3.902664093,1,2,4,1,6,7,1,1,0,0,1,1,0,1,17328,1,0,1,0.5,7.878995914,0
15290,1,1,1,3.669795872,11.1010132,3.902664093,1,2,3,1,12,3,1,1,0,0,1,1,0,1,256608,1,0,1,0.5,7.878995914,0
15013,1,1,1,3.669795872,11.1010132,3.902664093,0,0,1,1,6,3,1,1,0,0,1,1,0,1,201840,0.748214286,1,1,0.5,7.878995914,0
15244,5,2,2,3.669795872,11.1010132,3.902664093,1,0,7,1,12,4,1,1,0,0,1,1,0,1,60250,0,0.4,2,0.5,7.878995914,0
15118,5,1,5,3.669795872,11.1010132,3.902664093,1,0,5,1,12,3,1,1,0,0,1,0,0,1,201840,1,0.266,1,0.5,7.878995914,0
15218,1,1,1,3.669795872,11.1010132,3.902664093,0,3,2,1,12,7,1,1,0,0,1,1,0,1,259920,0,0,1,0.5,7.878995914,0
16899,9,2,4,3.669795872,11.1010132,3.902664093,1,2,2,1,12,3,1,1,0,0,0,1,0,1,167740,1,1,2,0.5,7.878995914,0
47915,5,1,5,0.712380478,9.63657336,2.140928997,1,0,2,0,0,7,1,1,0,0,0,0,1,0,272250,0.81,1,1,0,0,0.349999994
47935,17,1,17,0.712380478,9.63657336,2.140928997,1,0,5,0,0,7,1,1,0,1,0,1,1,0,2240,1,1,1,0,0,0.349999994
47786,13,2,6,0.712380478,9.63657336,2.140928997,1,2,6,0,0,7,1,1,0,0,0,0,1,0,49000,1,0,2,0,0.349999994,0
47813,1,1,1,0.712380478,9.63657336,2.140928997,1,1,3,0,0,7,1,1,0,0,0,0,1,0,1500,1,0,1,0,0.349999994,0
1527,6,1,6,3.67288078,11.05098686,3.114841806,1,1.856333333,4,0,0,3,1,1,0,0,1,0,0,0,2,1,1,1,1.241229172,13.57368777,1.056145843
8283,3,1,3,2.07966078,7.256243536,2.031142849,1,3,2,1,3,3,1,1,0,0,1,1,0,1,36608,1,1,1,0.100000001,0.101416329,11.31283386
8285,39,1,39,2.07966078,7.256243536,2.031142849,1,3,3,1,3,3,1,1,0,0,1,1,0,1,56000,0,0,1,0.100000001,0.101416329,11.31283386
30095,2,1,2,4.659780536,6.792827331,2.791801182,1,2,6,0,0.45,3,1,0.696363636,1,1,1,0,0.235,0.406666667,0,1,1,18,16.89028117,39.91469397,2.095362121
30248,2,1,2,4.659780536,6.792827331,2.791801182,1,2,2,0,0.45,3,1,0.656363636,0,1,1,0,0.226666667,0.43,0,1,0,24,16.89028117,39.91469397,2.095362121
28857,19,1,19,2.11491347,7.659347061,2.234257963,0.99,2,3,0,0,1,1,0.883333333,0,0.22,1,0,0.61,0.44,0,0.69,0.37,1,0,0,6.957340923
28723,3,1,3,2.11491347,7.659347061,2.234257963,1,2,4,0,0,1,1,0.89,0,0.185,1,0,0.51,0.643333333,96000,0,0,1,0,0,6.957340923
46955,1,1,1,2.949295767,7.699254647,3.055000067,1,1,3,0,0,4,1,1,0,0,0,1,0,1,18000,1,0,1,40.19999886,17.32499981,7.049999952
1715,5,1,5,2.949295767,7.699254647,3.055000067,1,3,3,0,0,3,1,1,1,0,1,0,1,1,0,1,0,85,11.82499981,1.800000012,0
1745,3,1,3,2.949295767,7.699254647,3.055000067,1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,11.82499981,1.800000012,0
45919,5,1,5,2.949295767,7.699254647,3.055000067,1,1,4,0,0,4,1,1,0,0,0,1,0,1,1000,1,1,1,4.125,40.19999886,17.32499981
46705,5,1,5,2.949295767,7.699254647,3.055000067,1,1,2,0,0,3,1,1,1,1,1,1,0,0,1500,1,1,1,17.32499981,7.049999952,0
45978,1,1,1,2.949295767,7.699254647,3.055000067,1,3,2,0,0,3,0.69,1,0,1,1,1,0,1,36000,0,1,1,4.125,40.19999886,17.32499981
46897,8,2,4,2.949295767,7.699254647,3.055000067,1,0,2,0,0,4,1,1,1,1,1,1,0,1,5250,1,0,2,40.19999886,17.32499981,7.049999952
46680,1,1,1,2.949295767,7.699254647,3.055000067,1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,17.32499981,7.049999952,0
46891,38,2,19,2.949295767,7.699254647,3.055000067,1,0,6,0,0,4,1,1,0,1,1,1,0,1,7900,1,1,2,40.19999886,17.32499981,7.049999952
46698,3,2,2,2.949295767,7.699254647,3.055000067,1,0,2,0,0,3,1,1,0,0,0,0,1,1,53000,1,0,2,17.32499981,7.049999952,0
42926,22,1,22,4.622436486,7.76453768,5.026666721,1,5,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,0,0,0.049425352
42895,2,1,2,4.622436486,7.76453768,5.026666721,1,2.017769841,5,1,24,0,0,0,0,0,1,1,0,1,125,0,1,1,0,0,0.049425352
42934,3,1,3,4.622436486,7.76453768,5.026666721,1,2.276603175,4,1,24,0,0,0,0,0,1,1,0,1,180000,1,0,1,0,0,0.049425352
42923,22,1,22,4.622436486,7.76453768,5.026666721,1,1,5,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,0,0,0.049425352
42929,32,1,32,4.622436486,7.76453768,5.026666721,1,2,4,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,0,0,0.049425352
42953,4,1,4,5.133561229,6.75071622,5.060342377,1,3,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,0,0,0.050000001
42944,15,1,15,5.133561229,6.75071622,5.060342377,1,1,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,0,0,0.050000001
3900,7,1,7,4.453221569,6.491912195,4.370000124,1,2.072650104,2,0,0.668571429,3,1,0,0,0,1,1,0,1,21004,1,0,1,0,0,0
3972,2,1,2,4.453221569,6.491912195,4.370000124,1,2.131221532,2,0,0,3,1,0,0,0,1,1,0,1,52510,1,0,1,0,0,0
4020,10,1,10,4.453221569,6.491912195,4.370000124,1,2.098483437,4,0,0,3,1,0,0,0,1,1,0,1,112000,0,0,1,0,0,0
4086,9,1,9,4.453221569,6.491912195,4.370000124,1,2.272650104,2,0,0,3,1,0,0,0,1,1,0,1,124362,1,0,1,0,0,0
3901,8,1,8,4.453221569,6.491912195,4.370000124,1,2.098483437,4,0,1.328571429,3,1,0,0,0,1,1,0,1,17710,1,1,1,0,0,0
13727,1,1,1,2.136061992,7.300826721,1.640846047,1,0,1,0,0,3,1,1,0,0,0,0,0,1,12005,1,1,1,0,0,0
31279,5,1,5,3.180228738,7.372789188,2.794999957,0.92,0,2,0,0,3,1,0,0,1,0.89,0,0.19,0.49,0,1,0,105,9.704701238,8.13914812,12.98564065
42849,21,1,21,3.180228738,7.372789188,2.794999957,1,1,2,1,24,0,0,0,0,0,1,1,0,1,343,0,0,1,0,0,0.050000001
42848,19,1,19,3.180228738,7.372789188,2.794999957,1,1.386666667,5,1,24,0,0,0,0,0,1,1,0,1,180000,1,0,1,0,0,0.050000001
31332,1,1,1,3.180228738,7.372789188,2.794999957,1,3,2,0,0,3,1,0,0,0.58,1,0,0.16,0.49,0,1,0,13,9.576935398,9.361863892,13.58439774
30925,20,2,10,3.180228738,7.372789188,2.794999957,1,0,3,0,0,3,1,0,0,0.64,1,0,0.1,0.52,0,1,0,25,9.938838566,8.785915923,11.88151224
31390,8,2,4,3.180228738,7.372789188,2.794999957,1,5,2,0,0,3,1,0,0,1,0.88,0,0.1,0.58,0,1,0,2,10.85470522,9.483396537,12.42199886
42871,13,1,13,3.180228738,7.372789188,2.794999957,1,1.57,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,0,0,0.050000001
31322,67,2,34,3.180228738,7.372789188,2.794999957,1,2,2,0,0,3,1,0,0,0.553636364,1,0,0.12,0.43,0,1,0,93,11.09389408,10.32519186,12.03902118
31312,30,1,30,3.180228738,7.372789188,2.794999957,1,0,4,0,0,3,1,0,0,0.683636364,1,0,0.13,0.47,0,1,0,92,9.618670539,8.729938842,13.73501465
31156,6,1,6,3.180228738,7.372789188,2.794999957,1,0,1,0,0,3,1,0,0,0.62,1,0,0.11,0.57,0,1,0,1,10.66136536,9.224920404,13.22403778
42884,13,1,13,3.180228738,7.372789188,2.794999957,0,1,3,1,24,0,0,0,0,0,1,1,0,1,216000,1,0,1,0,0,0.050000001
31009,7,1,7,3.180228738,7.372789188,2.794999957,1,3,2,0,0,3,1,0,0,0.5,1,0,0.1,0.57,0,1,0.12,64,10.71064993,8.962748142,12.35242235
31163,2,1,2,3.180228738,7.372789188,2.794999957,1,3,4,0,0,3,1,0,0.04,0,0,0,0.05,0.52,0,1,0,1,13.48040004,9.805288412,11.720349
31210,5,1,5,3.180228738,7.372789188,2.794999957,1,3,4,0,0,3,0,0,0,0.525,0.8,0,0.15,0.42,0,1,1,102,11.78913113,9.04805463,14.77052075
30984,10,1,10,3.180228738,7.372789188,2.794999957,0,2,2,0,0,3,1,0,0,0.67,1,0,0.14,0.54,0,0,0,1,10.74450732,10.2031352,13.38627119
41576,16,1,16,4.079022201,8.387913195,3.264999986,1,1,4,1,2,3,0,1,0,0,1,1,1,0,1125,1,0,1,0,7.733397624,0
46911,2,1,2,4.725154729,8.016483459,3.760922477,1,0,5,0,0,3,0.806,0,1,0,0,1,0,0.9275,211750,1,0,1,0.583013382,0.233270604,0.952318774
47045,1,1,1,4.725154729,8.016483459,3.760922477,1,7,4,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,0,0.583013382,0.233270604
47111,3,2,2,4.725154729,8.016483459,3.760922477,1,0,3,0,0,3,1,0,0,0,0,1,0,1,162500,0.965,0,2,0.583013382,0.233270604,0.952318774
47330,1,1,1,4.725154729,8.016483459,3.760922477,1,1,1,0,0,3,1,0,0,0,1,1,0,1,225000,1,0,1,0,0.583013382,0.233270604
47353,1,1,1,4.725154729,8.016483459,3.760922477,1,0,1,0,0,3,1,0,0,0,0,1,1,1,300,1,1,1,0,0.583013382,0.233270604
47185,8,1,8,4.725154729,8.016483459,3.760922477,1,2,4,0,0,3,0,0,0,0,0,1,0,1,300,1,1,146,0,0.583013382,0.233270604
29648,6,1,6,3.015750027,8.559882042,3.642575314,1,3,6,0,0.00E+00,3,1,0.670166667,0,0,0.2,0,0.15,0.1,0,1,0,137,8.420429913,22.82309063,50.21731339
29745,23,1,23,3.015750027,8.559882042,3.642575314,1,3,5,0,0.00E+00,3,1,0.642666667,1,0,0.17,0,0.18,0.11,0,1,0,117,8.420429913,22.82309063,50.21731339
29510,17,1,17,3.015750027,8.559882042,3.642575314,1,1,5,0,0,3,1,0.691666667,1,0,0,0,0.16,0.16,0,1,1,23,8.420429913,22.82309063,50.21731339
29480,42,2,21,3.015750027,8.559882042,3.642575314,1,1,2,0,0.00E+00,3,1,0.687666667,0.36,0,0.15,0,0.14,0.18,0,1,1,35,8.420429913,22.82309063,50.21731339
29626,5,1,5,3.015750027,8.559882042,3.642575314,1,1,2,0,0.1,3,0,0.704333333,0,1,0.47,0,0.12,0.11,0,0,0,12,8.420429913,22.82309063,50.21731339
29824,5,1,5,3.015750027,8.559882042,3.642575314,1,3,2,0,0,3,1,0.648666667,1,1,0.28,0,0.11,0.18,0,1,0,29,8.420429913,22.82309063,50.21731339
29753,81,2,40,3.015750027,8.559882042,3.642575314,1,0,2,0,0.06,3,1,0.667666667,1,1,0.35,0,0.18,0.16,0,1,0,254,8.420429913,22.82309063,50.21731339
29464,19,1,19,3.015750027,8.559882042,3.642575314,1,3,4,0,0.07,3,0.9575,0.692666667,0,1,0.49,0,0.12,0.17,0,1,0,7,8.420429913,22.82309063,50.21731339
29792,30,1,30,3.015750027,8.559882042,3.642575314,1,1,3,0,0.00E+00,3,1,0.657666667,1,1,0.51,0,0.19,0.18,0,1,0,92,8.420429913,22.82309063,50.21731339
